s3_image_path,s3_resized_image_path,s3_mask_path,caption,a1,a2,a3,a4
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000151.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000151.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000151.png,product placed on a glassy surface surrounded by cream,this image may contain advertisement poster brochure flyer paper brochure flyer and brochure,there is a bottle of nive soft on a blue background,a bottle of nivea soft cream on a blue background,a close up of a nivea product on a blue background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000152.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000152.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000152.png,product placed on table surrounded by water ripples,a bottle of soft gel in a pool of water,there is a bottle of nive soft sitting in a pool of water,a bottle of lotion sitting on top of water,a bottle of nivea soft sitting on top of water
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000153.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000153.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000153.png,product placed on table surrounded by transparent cream with half pink and half green background,this image may contain bottle and cosmetics,there are two bottles of nivea body lotion on a pink and green background,two bottles of nivea body lotion on a pink and green background,two bottles of nivea body wash on a pink and green background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000154.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000154.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000154.png,product placed on a white block with pink background,a bottle of nivea body lotion,two bottles of nive body lotion with aloe and rose petals on a white pedestal,two bottles of nivea body lotion on a pedestal,two bottles of nivea body lotion on a pink background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000155.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000155.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000155.png,product placed on a white table surrounded by pink rose in the bottom left and aloe leaves in the bottom right with white background,a bottle of nivea body lotion,two bottles of nivea gel and body lotion on a table with a vase of flowers,two bottles of nivea gel body lotion next to a vase of flowers,two bottles of nivea body lotion side by side
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000156.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000156.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000156.png,product placed on a pink talbe surrounded by 4 pink pearls with curtain in the background,this image may contain cosmetics and deodorant,there is a bottle of deodorant sitting on a pink surface,a bottle of nivea's pearl and beauty deodorant,a bottle of nivea deodorant on a pink background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000157.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000157.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000157.png,product placed on a pink cloth surrounded by a chain of pink pearls,this image may contain cosmetics bottle and shaker,there is a bottle of nivea pearl and beauty on a pink background,a bottle of nivea's pearl and beauty deodorant,a bottle of nivea pearl and beauty deodorant
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000158.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000158.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000158.png,product placed on a white silky cloth,nivea pearl & beauty - the beauty shop,there is a bottle of deodorant sitting on a white cloth,a bottle of nivea deodorant on a white cloth,a bottle of nivea deodorant on a white cloth
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000159.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000159.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000159.png,product placed on a pink table surrounded by white pearls white rays emenating from the product,nivea pearl and beauty is a new fragrance for women,there is a bottle of deodorant next to some pearls on a table,a bottle of nivea pearl and beauty deodorant,a bottle of nivea pearl and beauty deodorant
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000160.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000160.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000160.png,product placed on a pink table with dark pink obstruction in the left,this image may contain bottle cosmetics and deodorant,there is a bottle of deodorant sitting on a table,a bottle of deodorant on a pink background,a bottle of nivea deodorant in front of a pink background
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000161.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000161.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000161.png,product plaed on white support surrounded by black pearls with white background,a bottle of nivea pearly beauty,there is a bottle of nivea deodorante and some black balls on a table,a bottle of body lotion sitting on top of a marble counter,a bottle of nivea deodorant on a marble table
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000162.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000162.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000162.png,product placed on a white silky cloth,nivea beauty products on a white background,there are three different types of deodorans on a white surface,three bottles of nivea products on a white cloth,three bottles of nivea deodorant sitting next to each other
s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000163.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train/original_images/nivea_000163.png,s3://stable-diffusion-xl-public/datasets_training/nivea_dataset_train_resized/mask/nivea_mask_000163.png,product placed on a white cylinder surrounded by pearls with pink background,nivea and beauty products on a pink background,there are three different types of deodorans on a pink background,three bottles of nivea products on a table,three bottles of nivea deodorants on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000164.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000164.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000164.png,product placed on a yellow table surrounded by grapegrouits and white cream in the bottom,this image may contain bottle and cosmetics,there is a bottle of sunscreen cream next to grapefruits on a yellow background,a tube of sunscreen sitting next to some grapefruits,a bottle of sunscreen next to slices of grapefruit
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000165.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000165.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000165.png,product placed on blue table surrounded by snow covered rainforest with blue background,nivea body lotion bottles on a blue background with trees in the background,three bottles of nivea on a blue background with trees in the background,a group of bottles of nivea on a blue background,three bottles of nivea milk on a blue background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000166.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000166.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000166.png,product on a bed surrounded by books,a woman is laying on a bed with a book.,there is a woman laying in bed with a book and a blanket,a person wrapped up in a blanket with a book,a person laying in bed with a blanket over their head
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000167.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000167.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000167.png,product on a 2 blocks with a liquid dripping on it surrounded by pink background,this image may contain bottle and cosmetics,there is a bottle of acnesquaad sitting on top of a box,a bottle of acne squad on top of a stack of pink boxes,a bottle of pink liquid sitting on top of a purple box
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000168.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000168.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000168.png,product on a white support surrounded by red design with white background,this image may contain cosmetics and lipstick,there is a bottle of clinique next to a lipstick and a box of lipstick,a bunch of cosmetics sitting on top of a shelf,a collection of cosmetics including red lipstick
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000169.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000169.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000169.png,product placed violet circle in the center surrounded by various circles on a yellow background,headphones on a colorful background,there is a pair of headphones sitting on top of a colorful surface,a pair of headphones laying on top of colorful circles,a pair of black headphones on a colorful background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000170.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000170.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000170.png,product flying across the picture with blue background,a variety of macaroons on a blue background,there are many different colored macarons on a blue surface,a bunch of different colored macarons on top of each other,a group of colorful macaroons on a blue table
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000171.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000171.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000171.png,product with a bowl of raspberries and a diamond ring on their fingernails and a pink marble table,a woman's hand holding a bowl of raspberries.,there is a woman's hand holding a bowl of raspberries on a table,a woman's hand holding a bowl of raspberries,a woman's hand holding some raspberries in a glass bowl
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000172.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000172.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000172.png,product placed on a grey box surrounded by gery ribbons with blue background,a bottle of soft gel on a gift box with a ribbon around it.,there is a small container of nive soft on top of a gift box,a bottle of lotion sitting on top of a stack of silver boxes,a bottle of nivea soft sitting on top of a box
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000173.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000173.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000173.png,prduct placed on books surrounded by plants and flowers with jungle in the background,a set of three bottles of veda products on a table with a book and flowers in the,there are three bottles of hair care products sitting on a wooden table,three bottles of nivea products sit on top of a bookshelf,three bottles of hair care products on a table
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000174.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000174.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000174.png,product placed on a wooden plate surrounded by pink roses and candle with pink background,love is in the air beauty body lotion by [ unused0 ],there is a bottle of love beauty and planet next to a candle and flowers,a bottle of lotion sitting next to a candle,a bottle of pink lotion sitting on a tray with flowers
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000175.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000175.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000175.png,product placed on a table with a pink background and a gold cap,this image may contain cosmetics and bottle,several bottles of nail polish sitting on top of a table next to a bottle of liquid,a bunch of bottles with different colored liquids in them,several bottles of cosmetics on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000176.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000176.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000176.png,product placed with water splashing out of it on a table and surrounded by coconuts,a bottle of love beauty and planet skin care product with a splash of coconut water in the background,there is a bottle of lotion sitting on a table next to coconuts,a bottle of lotion sitting on top of some coconuts,a bottle of coconut water splashing in front of some coconuts
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000177.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000177.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000177.png,product placed on pink support surrounded by pink hearts and blue background,this image may contain bottle and cosmetics,there is a bottle of nivex face wash on top of a pink flower,a bottle of nivea face wash sitting on top of some pink hearts,a bottle of nivea lotion sitting on top of pink hearts
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000178.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000178.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000178.png,"product held on a woman's hand surrounded by sunglasses, grapes and a hat",summer picnic in the park,there is a woman laying on a blanket on the grass with a tray of food and a hat,a person laying on a blanket with pillows and a hat,a woman sitting on a blanket surrounded by pillows
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000179.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000179.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000179.png,product surrounded by various leaves placed on a pink background,a water bottle on a pink background surrounded by tropical flowers.,there is a white water bottle with a black lid on a pink background,a white water bottle sitting on top of a colorful background,a white water bottle surrounded by colorful paper cut outs
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000180.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000180.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000180.png,product placed near a swimming pool and surrounded by a coconut tree,this image may contain cosmetics and bottle,there is a pink table with a pool and a palm tree on top of it,a pink tiled table with a palm tree and a pink flamingo,two bottles of pink lotion sitting on a tiled table
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000181.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000181.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000181.png,product placed on table with abstract design and colours,this image may contain cosmetics and bottle,this is a picture of a tube of liquid on a plate,a tube of eyeliner sitting on top of a plate,laura mercier liquid illuminator
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000182.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000182.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000182.png,product placed in the background surrounded by ice cream and a spoon,a bowl of strawberry ice cream with a jar of ice cream in the background.,there are three scoops of ice cream sitting in a bowl next to a cup of ice cream,a bowl of three scoops of ice cream,four scoops of ice cream in a bowl
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000183.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000183.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000183.png,product placed on a table surrounded by pink background,[ unused0 ]'s diamond bracelets are the perfect gift for any occasion.,there is a pair of diamond hoop earrings on a pink surface,a pair of rose gold hoop earrings,a pair of pink diamond hoop earrings
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000184.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000184.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000184.png,product placed on a blue platform with red background,this image may contain drink beer alcohol beverage and can,several cans of soda sitting on top of a table next to a red wall,a stack of cans with panda bears on them,a stack of cans of stok beer on a blue tiled table
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000185.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000185.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000185.png,product placed on a wooden block surrounded by a bunch of ginger and fruits and leaves with a brown background,this image may contain bottle and cosmetics,there is a bottle of body lotion next to a box of fruit and nuts,a bottle of oil sitting next to some nuts and herbs,an assortment of natural ingredients on a table
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000186.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000186.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000186.png,product placed on a pink background surrounded various fruits,this image may contain cosmetics and face cream,"several skin care products are arranged on a pink surface with a grapefruit, grapefruit",a bunch of different types of face creams on a pink surface,four different types of face creams on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000187.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000187.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000187.png,product placed on pink background surrounded by cream,this image may contain cosmetics and bottle,there are three different shades of lipstick on a pink surface,four different lip products on a pink background,four different shades of lip balm on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000188.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000188.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000188.png,product placed on pink support surrounded by pink hearts,this image may contain bottle and cosmetics,three bottles of nivea on a pink surface with a pink heart in the background,three bottles of nivea lotion sit on a pink background,three bottles of nivea lotion on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000189.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000189.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000189.png,product placed on a cotton carpet,[ unused0 ]'s [ unused0 ] is the new [ unused0 ],there is a person laying on a bed with a magazine and a pair of high heeled shoes,a pair of high heeled shoes next to a magazine,a woman wearing high heel shoes reading a magazine
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000190.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000190.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000190.png,product placed on yellow background next to a symbol of bolt,this image may contain bottle and cosmetics,there is a tube of toothpaste next to a tube of toothpaste,a tube of acne cream on a yellow background,a tube of sunscreen on an orange background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000191.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000191.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000191.png,product placed on white background surrounded by hands,a person holding a doughnut in bed.,there is a person laying in bed with a donut in their hand,a person laying in bed with a donut in their hand,a person laying in bed with a doughnut
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000192.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000192.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000192.png,product placed on yellow background surrounded by tape saying hand's off my lipsstick,this image may contain cosmetics and lipstick,there is a lip gloss that is on a yellow background,a lipstick with a warning tape around it,a tube of lipstick with caution tape around it
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000193.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000193.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000193.png,product placed on a book with black background,a remote control sitting on top of a tv stand.,there is a remote control sitting on top of a wooden stand,a remote control sitting on top of a stand,a remote control sitting on top of a piece of wood
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000194.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000194.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000194.png,product placed on a pink background,this image may contain cosmetics and lipstick,this is an image of a group of lipsticks on a pink background,a bunch of lipsticks on a pink background,the lipsticks are arranged in rows on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000195.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000195.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000195.png,product placed on a pink table surrounded by various roses,the body shop love beauty and plant body lotion,there is a bottle of love beauty and planet body wash on a bed of flowers,a bottle of body wash surrounded by pink flowers,love beauty and planet shampoo
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000196.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000196.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000196.png,product surrounded by various flowers and plants with rainforest in the background,perfume in a basket with flowers,there is a pink bottle of perfume sitting in a basket of flowers,a box of perfume sitting in a basket of flowers,a basket of flowers with a bottle of perfume
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000197.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000197.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000197.png,"product surrounded by grapefruit, lemon and pink roses with pink background",a bottle of [ unused0 ] perfume on a pink background,there is a bottle of perfume next to a bunch of flowers and a grapefruit,a bottle of perfume surrounded by pink flowers,a bottle of perfume surrounded by pink flowers
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000198.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000198.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000198.png,product placed on blue support surrounded by coconut trees with blue background,this image may contain sunglasses accessories accessory and bottle,there are three bottles of face wash and sunglasses on a table,three bottles of face wash sit next to a pair of sunglasses,three bottles of nivea suntan lotion and sunglasses
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000199.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000199.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000199.png,product placed on cotton carpet surrounded by a pair of legs,[ unused0 ]'s [ unused0 ]'s [ unused0 ] review of the,there is a woman sitting on a bed with a tray of macarons,a person laying on a bed with colorful macarons,a woman laying on a blanket surrounded by macarons
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000200.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000200.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000200.png,products placed on a shimmery pink platfrom surrounded by a slice of watermelon and a slice of an orange on either side in front of a plain baby pink background,this image may contain cosmetics and bottle,there is a variety of skin care products displayed on a pink background,a variety of skin care products on a pink background,an assortment of skincare products on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000201.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000201.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000201.png,"products placed on  a plain blue surface surrounded by a couple of books, pens and sticky notes","a desk with a notebook, pen, and headphones on it.",there is a pair of headphones sitting on a desk next to an open book,a pair of headphones sitting on top of a blue surface,a pair of black and gold headphones on a blue table
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000202.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000202.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000202.png,products placed in cocoa powder,a photo of a chocolate bar on the ground.,there is a piece of chocolate on the ground with a piece of chocolate in the middle of it,a chocolate bar is laying in the dirt,a piece of chocolate on top of some dirt
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000203.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000203.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000203.png,Product surrounded by baby pink and white flower petals on a baby pink surface,"the engagement ring of the week : [ unused0 ], [ unused0 ], [ unused",there is a woman's hand with a pink manicure and a diamond ring surrounded by flowers,a close up of a woman's hand with a diamond ring,a woman's hand holding a diamond ring surrounded by pink flowers
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000204.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000204.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000204.png,Product placed on a white block in front of a white background,this image may contain cosmetics and bottle,there is a bottle of liquid next to a tube of nail polish on a white surface,a lipstick and lip gloss sitting next to each other,a bottle of lipstick next to a tube of foundation
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000205.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000205.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000205.png,"Products placed on shimmery blocks of green, pink and purple color in front of a pink and purple background",a collection of perfumes and perfumes on a pink and purple background.,there are three perfume bottles and a pair of high heeled shoes on a display,a variety of perfumes and colognes are displayed on pink boxes,a collection of perfume bottles on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000206.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000206.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000206.png,Product placed on three white cylindrical platform of different height surrounded by confetti dots of purple and skin color in front of a white background,this image may contain cosmetics and bottle,purple and orange confetti confetti confetti confetti confetti con,a display of cosmetics on a table with confetti in the background,clinique for all skin tones 12-piece gift set
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000207.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000207.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000207.png,Product placed on a skin colored surface with streaks of cocealer on it,this image may contain cosmetics and face makeup,there are four different shades of conceals on a white surface,various shades of concealer on a beige surface,four different shades of conceal cream on a beige background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000208.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000208.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000208.png,Product on a pink surface with lipstick spread over it,this image may contain cosmetics and lipstick,there is a close up of a lipstick on a pink surface,a lipstick with the word smocks on it,a close up of a pink lipstick on a pink background
s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000209.png,s3://stable-diffusion-xl-public/datasets_training/gstory_dataset_train/original_images/gstory_000209.png,s3://stable-diffusion-xl-public/datasets_training/gstory_resized/mask/gstory_mask_000209.png,Product placed on a light brown block surrounded by a cup of coffee and sugar cubes placed on the floor in front of a light brown background,a bottle of hot chocolate being poured into a cup of coffee.,there is a jar of peanut butter and a cup of coffee on a table,a jar of peanut butter sitting next to a cup of coffee,a bottle of caramel sauce is poured into a mug
